Gene_id	Description	T5min_1	T5min_2	T5min_3	T15min_1	T15min_2	T15min_3	T4h_1	T4h_2	T4h_3	T8h_1	T8h_2	T8h_3	T12h_1	T12h_2	T12h_3	T24h_1	T24h_2	T24h_3	T48h_1	T48h_2	T48h_3	T72h_1	T72h_2	T72h_3	T120h_1	T120h_2	T120h_3	T221h_1	T221h_2	T221h_3	T288h_1	T288h_2	T288h_3	T290h_1	T290h_2	T290h_3	T292h_1	T292h_2	T292h_3	T294h_1	T294h_2	T294h_3	T296h_1	T296h_2	T296h_3	T296h_1prim	T296h_2prim	T296h_3prim
CEG49175	hypothetical_protein	507	592	386	520	437	470	7	15	4	6	10	0	4	5	9	5	8	10	31	20	9	3	4	8	8	15	21	256	77	240	404	661	303	221	414	413	329	288	360	415	364	552	647	871	252	1035	969	1060
CEG49176	Elongation_factor-type_GTP-binding_protein	1700	2142	2444	2191	2915	3103	49	92	161	41	159	73	91	69	147	89	27	129	177	142	68	70	77	143	522	283	421	2253	512	2366	2724	3236	1812	1763	3526	3527	1971	1623	2163	1369	1508	2235	1421	1898	1664	2212	2225	2997
CEG49177	hypothetical_protein	514	536	875	487	601	537	14	13	46	8	9	8	1	5	2	2	0	12	3	2	0	3	1	4	25	14	9	69	26	92	100	128	116	50	170	110	48	30	66	72	40	116	1589	2478	262	2084	1617	2890
CEG49178	hypothetical_protein	18	17	42	16	18	14	0	2	4	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	12	8	12	1	11	11	17	18	0	7	13	5	2	1	2	0	3	35	50	15	65	81	86
CEG49179	hypothetical_protein	639	442	468	537	612	497	11	19	79	5	21	33	15	8	12	12	1	12	4	26	14	5	22	12	77	30	56	252	59	230	295	443	255	237	457	283	151	109	127	168	158	250	933	473	276	528	326	406
CEG49180	Tetratricopeptide_TPR1	1951	1029	1096	1928	1805	1459	7	18	7	0	10	16	3	2	8	1	1	2	0	8	3	0	3	6	1	2	8	43	21	44	58	108	44	46	153	90	74	66	95	160	124	233	2184	1880	269	2451	1626	1770
CEG49181	ubiquitin-like_modifier-activating_enzyme_5	522	325	320	512	476	425	5	7	5	11	11	0	4	4	16	7	6	9	30	68	25	24	12	17	97	45	109	551	135	507	608	859	549	399	686	820	522	463	473	305	405	439	390	591	162	806	643	1025
CEG49182	hypothetical_protein	155	107	182	219	249	237	4	14	46	21	97	76	60	30	57	26	19	32	51	86	3	33	39	30	119	53	72	740	194	609	943	1529	737	707	1493	1384	778	704	679	392	572	1009	257	228	331	271	263	466
CEG49183	hypothetical_protein	5	7	4	13	7	7	0	0	0	1	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	19	2	16	29	45	24	16	12	32	41	23	12	32	47	13	7	9	24	7	10	11
CEG49184	ribose_5-phosphate_isomerase_a	308	453	399	330	409	393	18	0	20	13	21	8	18	12	18	6	5	15	15	26	15	10	9	31	68	25	58	280	67	217	487	542	231	248	360	401	262	212	234	241	241	332	190	189	259	187	288	365
CEG49185	Predicted_E3_ubiquitin_ligase	1631	2231	2251	1599	2009	2293	60	18	49	38	101	62	46	45	83	81	21	51	101	137	24	31	35	70	198	122	203	1182	286	1108	2086	2491	1334	1421	2245	2560	1467	1043	1123	785	871	1438	817	990	1081	1057	1065	1419
CEG49186	t-complex_protein_eta_subunit	636	591	915	814	1113	1461	0	4	9	0	0	0	20	11	18	39	9	116	217	162	121	88	90	152	847	386	683	2764	746	3042	4348	5800	2955	2673	3638	5002	3421	3065	3526	2178	2440	3148	646	804	1320	793	1308	1703
CEG49187	creatine_kinase_b-type	450	411	473	610	735	648	8	15	42	0	5	4	15	7	17	32	4	24	368	532	158	232	264	366	2226	1142	2034	9213	2364	9140	11436	16504	9321	9933	16554	17825	11635	9476	10201	8472	9813	11327	1950	3597	3896	3603	3274	7370
CEG49188	50s_ribosomal_protein_l20	1735	1704	1098	1687	1233	1027	49	52	66	22	54	64	33	18	15	26	8	19	31	126	66	47	50	77	209	84	158	562	193	343	689	855	536	407	771	735	466	396	434	326	390	486	188	240	221	302	253	377
CEG49189	isoform_a	365	389	516	449	566	484	10	8	6	6	15	13	7	9	2	7	2	24	20	28	7	12	10	46	99	57	69	365	109	349	793	920	531	470	750	802	617	508	593	647	590	730	821	1275	413	1295	1520	1397
CEG49190	YHYH_domain	1739	3567	2573	1687	2365	2536	8	14	33	3	8	4	3	0	0	6	0	4	11	9	0	2	9	7	27	16	44	973	154	1164	2346	2982	1507	1537	3193	3109	2121	1587	1928	1634	1361	2076	1457	2537	1275	2878	3310	4630
CEG49191	quinolinate_synthetase_a	1056	958	1645	1346	1935	1981	113	233	436	10	55	40	10	9	20	7	15	20	54	69	35	30	33	63	156	72	146	697	192	643	757	1041	586	522	983	722	558	460	487	390	498	773	610	737	442	789	790	872
CEG49192	succinate_dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	2	0	3	0	1	0	3	0	1	0	3	0	3	1	0	0	5	0	0	0
CEG49193	CRN-like_protein	183	173	257	250	280	283	11	61	91	12	76	53	16	14	8	19	20	25	39	47	7	16	6	17	34	11	38	304	46	241	259	284	190	152	188	143	156	171	175	203	195	361	100	191	242	247	301	418
CEG49194	Ankyrin	164	53	99	182	155	137	9	3	14	1	21	19	9	9	1	10	2	18	8	37	13	10	5	13	53	30	30	160	57	129	232	410	253	130	335	279	222	187	180	111	123	233	97	138	53	111	97	142
CEG49195	ctp_synthase	2257	1389	1432	2647	2381	1827	0	5	19	5	12	1	21	6	32	22	8	36	21	61	17	22	36	62	100	67	83	319	69	381	293	365	191	165	329	282	165	107	139	77	144	134	949	2326	277	2660	1439	2843
CEG49196	Predicted_E3_ubiquitin_ligase	1707	1649	2512	2001	2934	2952	0	14	12	2	0	5	1	1	0	0	0	8	6	5	1	5	4	6	13	15	31	104	30	112	133	160	126	105	209	227	164	138	191	179	155	250	4019	4338	585	6218	4464	3425
CEG49197	Aspartyl_protease	3556	2853	4079	4874	5749	4919	391	820	1125	25	91	54	38	26	39	19	11	11	38	61	24	18	11	27	129	50	90	398	110	423	753	1232	673	584	1160	1094	870	838	868	868	724	1200	4743	5626	991	7373	5767	4472
CEG49198	Aspartyl_protease	1747	911	1023	1738	1724	1387	10	2	8	1	0	5	2	0	0	2	0	0	3	28	3	0	5	4	26	17	12	129	34	120	164	250	129	91	253	228	126	139	131	236	183	332	1078	1694	193	1999	1350	1641
CEG49199	hypothetical_protein	21	24	13	24	12	14	1	3	0	0	0	0	0	0	0	7	0	0	0	9	0	0	1	0	5	1	2	8	7	6	12	20	26	2	7	14	8	9	17	13	13	21	59	61	15	57	64	63
CEG49200	hypothetical_protein,_variant	262	253	236	232	270	249	9	14	1	3	0	4	4	3	0	1	6	1	1	5	6	0	3	0	3	0	3	11	6	9	30	29	9	17	9	22	16	7	18	7	27	23	192	317	23	294	272	222
CEG49201	hypothetical_protein	104	70	113	108	123	101	0	0	4	0	0	0	1	0	13	5	0	6	17	11	11	3	7	5	20	11	14	113	31	96	142	248	131	126	283	227	181	160	151	168	135	283	229	342	87	499	285	431
CEG49202	tRNA_cytosine-5-methylases_and_related_enzymes_of_the_NOL1/NOP2/sun_superfamily	1522	1305	1396	1896	1739	1346	6	4	4	3	17	6	14	11	17	19	6	7	9	50	13	12	17	39	63	33	63	383	101	292	518	596	369	250	599	541	392	284	391	321	431	542	1009	1130	272	1496	986	1119
CEG49203	WD40_repeat_protein	2293	2061	2738	2900	3779	3800	5	17	7	5	8	9	12	5	15	7	3	17	3	24	8	6	7	25	53	20	39	315	100	403	640	939	552	741	1421	1586	1337	1225	1464	1406	1027	1848	6603	9746	1289	9961	8059	8884
CEG49204	hypothetical_protein	362	317	441	499	638	554	9	42	45	0	6	1	0	0	2	1	0	0	2	5	0	0	0	3	0	0	3	380	109	464	597	725	388	565	951	1083	895	823	818	755	625	1034	1479	2514	390	2210	2177	2571
CEG49205	FOG:_PPR_repeat	329	299	413	613	759	688	0	10	17	7	19	15	6	3	3	7	4	11	8	7	1	6	14	3	29	25	38	192	69	228	313	329	209	267	525	428	296	264	249	278	274	411	582	828	203	850	828	876
CEG49206	hypothetical_protein	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49207	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49208	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
CEG49209	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CEG49210	ribosomal_protein_l28	39479	40832	26403	30628	23865	20240	523	1270	1858	756	2050	1524	852	716	851	865	329	862	983	3447	1000	965	1246	1568	4054	2199	3376	24763	6990	19471	31225	35798	20314	17067	32102	31192	21980	15846	17667	19275	20442	28037	24154	24653	18701	27212	25529	31868
CEG49211	SMAD/FHA_domain	673	871	882	832	1027	1099	8	12	22	2	37	16	9	7	4	12	4	12	35	21	8	11	23	36	73	44	64	700	114	589	964	1215	605	692	1245	1311	916	788	782	816	706	1281	1212	1879	705	1747	1833	2091
CEG49212	Centromere_protein_X	185	259	266	256	357	357	3	0	0	6	4	8	0	2	0	0	7	0	13	17	5	11	13	13	18	18	31	245	58	190	440	424	220	303	391	503	270	272	303	285	248	475	319	496	231	459	503	620
CEG49213	ribokinase	453	601	612	528	826	856	9	12	9	10	20	20	10	12	4	4	5	2	31	15	18	16	16	32	81	29	45	350	93	360	499	469	304	323	580	544	309	294	290	389	350	486	495	852	296	904	944	1226
CEG49214	hypothetical_protein	304	354	295	364	445	431	0	7	6	5	0	7	2	2	4	0	0	1	0	4	0	2	0	0	2	0	4	15	8	22	32	66	32	21	63	68	20	18	28	24	22	32	58	250	31	188	199	538
CEG49215	hypothetical_protein	84	106	118	83	79	116	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	1	11	11	11	19	38	4	5	15	14	7	12	5	6	11	22	26	94	18	126	87	125
CEG49216	F-box_protein_containing_LRR	1408	1571	1273	2023	1893	1554	71	55	128	35	80	52	49	39	43	59	13	73	85	118	51	47	61	91	251	135	225	1216	334	1142	1668	2156	1224	1143	2385	1966	1372	1243	1239	1202	1212	1924	1146	1193	773	1320	1271	1000
CEG49217	hypothetical_protein	83	35	50	92	95	33	0	0	0	3	2	0	3	1	4	0	0	0	0	17	6	3	6	4	21	9	18	57	29	65	169	150	103	76	229	201	67	61	65	18	38	77	6	3	26	1	2	12
CEG49218	nadh_dehydrogenase	1244	1132	1107	1401	1574	1236	7	13	15	6	26	25	34	7	24	18	6	20	37	35	28	15	24	27	107	62	92	516	144	490	552	738	452	404	838	808	503	352	576	296	403	548	436	312	291	478	344	397
CEG49219	ribosomal_protein_l10	22233	27294	31676	34532	38764	33716	371	900	1138	300	844	591	439	283	489	481	219	702	1323	2201	659	1033	978	1717	4641	2510	3986	25899	7344	25306	30162	32333	16319	17957	25038	29805	20318	16478	19432	19387	19740	28263	23895	28673	21228	35653	33005	35717
CEG49220	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49221	hypothetical_protein	208	157	193	183	221	189	0	0	0	0	7	0	2	0	0	13	0	8	9	6	0	1	0	0	29	6	18	86	21	101	152	162	82	96	292	236	102	87	127	65	81	96	92	195	55	135	145	439
CEG49222	hypothetical_protein	59	55	65	60	79	91	0	0	8	0	2	0	0	0	0	3	0	0	6	2	0	1	0	0	2	2	2	19	7	29	57	94	56	52	126	58	70	29	49	45	41	97	63	128	33	111	109	216
CEG49223	polyprotein	96	217	160	119	148	154	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	6	13	27	27	25	9	50	35	20	20	42	20	4	19	130	281	40	284	304	301
CEG49224	hypothetical_protein	114	175	188	108	169	167	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	1	8	32	20	22	24	50	40	35	20	30	26	17	37	147	230	25	348	262	309
CEG49225	retrovirus-related_pol_polyprotein_from_transposon_tnt_1-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49226	hypothetical_protein	47	63	93	42	74	110	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	15	25	13	5	13	19	37	12	32	15	22	9	18	85	89	13	142	129	130
CEG49227	hypothetical_protein	133	109	173	118	140	201	0	0	0	0	2	6	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	1	14	50	61	21	37	49	71	34	32	52	45	34	41	205	260	47	350	375	290
CEG49228	hypothetical_protein	403	300	254	284	225	220	0	9	5	0	2	7	0	1	0	0	0	2	0	0	0	0	0	0	5	0	0	21	8	28	51	62	28	51	107	107	21	31	73	59	38	99	288	349	74	333	473	466
CEG49229	putative_polyprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CEG49230	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
CEG49231	hypothetical_protein_L915_06216,_partial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CEG49232	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CEG49233	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
CEG49234	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49235	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49236	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49237	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49238	hypothetical_protein	3961	3581	6098	4282	6158	6539	153	241	521	295	1004	718	298	298	346	211	98	270	370	247	46	68	60	121	383	162	258	2391	583	2299	3091	4581	2627	2668	5684	5510	3777	3729	4242	6403	4455	7754	21238	27329	6116	31428	30346	21142
CEG49239	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49240	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49241	Gamma-interferon_inducible_lysosomal_thiol_reductase	231	310	354	290	407	397	9	18	4	7	45	25	26	14	8	13	8	23	38	58	30	21	15	68	304	148	225	1259	360	1329	1908	2349	1198	1295	2316	2424	1625	1447	1572	1307	1322	2087	657	608	737	551	709	656
CEG49242	gpr7_transmembrane_protein	1020	948	960	1376	1292	1061	14	6	50	21	38	19	5	21	15	18	6	19	35	73	41	42	27	57	170	98	175	1192	265	995	1386	1827	1074	785	1607	1473	1058	853	991	875	990	1455	848	1059	614	912	941	1228
CEG49243	gpr7_transmembrane_protein	854	1127	1334	957	1264	1422	11	21	42	19	35	31	5	15	22	18	7	26	14	41	3	4	4	20	71	36	68	360	92	358	496	551	314	270	602	554	284	253	307	243	231	414	331	614	206	777	553	853
CEG49244	hypothetical_protein	1932	1818	1744	2328	2345	1983	24	20	29	7	18	9	10	7	6	9	1	9	8	19	7	8	2	3	17	15	38	161	51	210	251	437	268	186	338	267	262	188	211	230	243	410	1162	1065	250	1590	1137	1062
CEG49245	40s_ribosomal_protein	6738	8020	9053	8727	10144	8874	122	302	487	182	391	365	272	142	264	228	76	405	716	1506	484	703	742	1234	3666	1780	3149	11439	3670	11284	14009	16177	8324	7482	10796	11822	7791	5954	7126	6411	7556	9338	6471	7062	8808	10524	10558	9817
CEG49246	atp-binding_cassette_sub-family_f_member_1	603	514	881	1005	1191	1280	13	77	90	11	47	21	6	15	44	9	6	28	49	41	16	19	17	74	154	80	138	603	135	577	567	943	491	355	693	736	469	444	521	534	454	660	863	1025	481	1234	1087	1360
CEG49247	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49248	reverse_transcriptase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49249	hypothetical_protein_L916_05558	0	0	0	0	0	0	35	78	197	61	141	105	46	36	69	18	9	39	5	6	2	0	0	0	0	4	2	0	0	0	1	0	1	0	0	0	0	0	1	6	0	4	1	0	19	0	2	1
CEG49250	mitochondrial_carrier_family	36	27	27	50	53	41	39	93	121	44	136	86	70	44	38	41	22	50	26	34	16	21	23	26	66	34	53	164	54	140	216	300	182	132	322	182	75	77	70	36	85	83	28	22	66	11	12	17
CEG49251	hypothetical_protein	2	2	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
CEG49252	FOG:_TPR_repeat	2530	2161	3979	3502	5534	5890	50	153	238	62	159	164	76	30	61	41	12	41	84	111	53	58	63	157	586	286	483	2612	591	2260	3514	4614	2884	2034	4021	3758	2858	2271	2832	3004	2470	4037	2199	2440	2062	2090	3003	3091
CEG49253	atp-binding_cassette_superfamily	202	252	294	350	395	366	24	25	38	16	57	30	24	12	39	27	9	24	44	33	29	17	17	69	200	116	149	311	60	334	486	441	229	121	225	214	144	85	93	178	147	253	718	845	440	512	906	768
CEG49254	hypothetical_protein	1001	1440	1339	887	1292	1282	7	2	9	4	8	0	3	1	0	4	4	11	24	27	10	0	8	7	29	13	27	430	55	502	474	847	504	455	733	966	1096	1022	1160	1740	989	1932	4402	6179	1260	7354	5955	6181
CEG49255	hypothetical_protein	219	175	294	159	266	312	0	6	0	0	1	0	0	0	0	0	0	0	0	0	8	1	0	1	5	1	2	85	20	110	90	230	112	70	203	145	239	223	212	415	205	548	837	1012	375	1233	1117	974
CEG49256	hypothetical_protein	212	152	163	238	195	170	28	26	69	21	30	35	21	19	3	4	0	16	23	56	3	1	3	7	15	19	15	41	15	46	210	251	138	82	187	163	78	26	42	20	17	31	15	50	21	35	26	64
CEG49257	hypothetical_protein	150	94	95	127	118	100	0	0	2	8	11	4	17	3	13	12	10	8	21	65	13	20	10	35	67	62	70	395	130	484	786	799	400	364	921	874	512	412	497	400	437	715	254	409	195	278	498	839
CEG49258	alanine-trna_ligase	372	467	603	441	542	628	6	20	45	5	35	27	23	16	22	22	6	49	94	106	51	34	89	156	469	216	406	1745	335	1871	2459	3206	1558	1476	2599	3130	1729	1520	1835	1165	1471	1933	618	785	844	892	988	1240
CEG49259	hypothetical_protein	13	8	3	3	3	9	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	1	0	0	0	7	0	3	2	7	1	2	4	3	1	0	0	3	4	8	5	5	1	8	5	5
CEG49260	hypothetical_protein	295	316	418	282	366	337	10	8	4	4	5	10	0	0	12	2	1	1	7	0	0	0	0	1	1	1	0	2	0	3	9	30	23	10	21	35	21	33	41	107	45	132	460	509	67	850	628	469
CEG49261	cell_5a_endo1	23	38	41	59	24	52	0	0	4	0	1	0	0	0	0	4	0	3	0	0	0	0	0	0	1	0	0	79	8	69	60	193	61	87	143	202	272	580	504	3440	1449	3179	479	283	382	137	153	95
CEG49262	splicing_factor_3b_subunit_4-like	312	222	435	336	443	448	2	4	5	4	17	12	16	4	4	5	0	15	22	33	5	8	13	24	83	44	91	354	95	411	528	796	379	357	639	586	488	454	496	534	545	687	458	510	348	430	678	405
CEG49263	Glycosyltransferase_AER61,_uncharacterised	2	3	1	6	4	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	4	1	14	4	10	20	10	15	11	12	12	15	8	2	9	7	13	0	0	3	0	0	1
CEG49264	RxLR-like_protein	14	5	10	14	15	10	2	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	1	3	5	0	0	4	0	4	0	1	6	0	1	3	23	11	25	29	37
CEG49265	hypothetical_protein	214	362	322	270	393	483	0	1	4	0	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	1	1	16	2	25	39	35	23	25	30	25	37	39	24	92	39	50	184	513	86	403	390	574
CEG49266	hypothetical_protein	5234	3714	5455	8580	9840	7382	43	134	148	9	5	46	10	19	16	0	1	8	3	17	0	3	5	9	14	2	0	51	16	46	94	113	75	61	174	129	88	74	71	145	85	149	179	1548	137	1540	976	4887
CEG49267	transmembrane_protein_14c	957	937	600	807	623	523	48	77	95	117	291	218	135	96	151	104	35	78	75	187	46	81	86	102	323	117	278	1013	340	832	1448	1967	1087	913	1705	1475	1034	851	997	725	974	1240	551	607	817	742	632	854
CEG49268	hypothetical_protein	239	201	186	233	269	173	189	290	554	102	310	221	128	49	94	49	43	58	25	94	22	13	19	23	139	68	124	900	352	667	1185	1697	934	572	825	1139	568	402	390	228	359	395	102	51	472	43	38	135
CEG49269	RxLR-like_protein	83	71	91	92	48	42	0	11	19	81	65	37	145	128	147	34	10	40	59	135	27	76	76	88	587	253	491	2342	835	2134	2083	5221	2807	265	492	402	117	110	120	251	228	293	270	93	3525	73	53	195
CEG49270	Mercaptopyruvate_sulfurtransferase/thiosulfate_sulfurtransferase	416	326	456	675	692	568	0	4	0	3	3	0	4	5	5	2	0	0	11	8	2	13	5	17	44	36	56	323	90	314	485	584	294	288	557	609	428	396	413	397	380	529	525	805	192	725	619	810
CEG49271	Uncharacterized_conserved_protein	789	1074	787	987	851	853	10	20	42	3	12	4	0	8	11	6	5	13	21	26	23	12	22	23	69	51	93	296	79	317	387	474	227	227	273	432	339	239	304	257	352	406	341	419	227	523	515	593
CEG49272	Microtubule-associated_protein_Asp	717	900	791	820	1204	1097	61	130	216	11	37	15	9	10	18	21	10	22	17	20	22	7	11	7	42	31	72	267	84	368	553	647	335	298	668	682	437	341	438	397	406	571	521	871	224	989	833	1189
CEG49273	60s_acidic_ribosomal_protein_p1	9824	9179	6114	8239	6263	4821	204	326	442	186	494	269	282	167	226	514	111	356	655	2594	980	664	1396	1372	4596	2799	3843	17226	7023	11469	20293	21950	13902	7880	15639	14627	11134	6062	6849	5100	6441	7652	6113	6130	4919	8630	6997	8333
CEG49274	hypothetical_protein	3099	2866	2195	2217	1744	1751	32	37	45	33	107	44	59	46	37	81	22	50	121	402	147	123	231	252	1159	574	1043	3217	1050	2841	5188	6900	3994	3125	3336	4818	3762	3035	3231	2670	3207	3662	2245	2276	2458	2235	2742	2201
CEG49275	peroxisomal-dienoyl	306	299	271	429	423	279	8	13	57	11	38	13	7	3	14	12	3	2	21	35	16	3	9	9	63	53	53	351	73	331	442	492	272	277	432	476	262	240	307	289	290	413	418	514	215	580	504	738
CEG49276	hypothetical_protein	965	965	868	1021	1096	955	5	22	14	4	30	9	19	13	35	20	3	37	61	77	30	17	47	72	255	137	206	824	249	786	946	1314	832	704	1160	1054	673	596	652	574	689	958	498	488	468	513	525	714
CEG49277	hypothetical_protein	959	849	1332	1407	1700	1592	91	215	304	29	66	48	46	33	21	10	4	49	29	43	21	10	2	25	65	37	57	343	81	348	433	647	388	326	422	559	490	363	372	675	511	744	1482	2237	508	2281	1977	2414
CEG49278	hypothetical_protein	5	4	1	3	4	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	1	6	0	4	13	5	3	0	3	8	1	1	3	1	1	4	5	4	0	2	12	1
CEG49279	reverse_transcriptase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49280	Conserved_WD40_repeat-containing_protein	292	321	327	267	425	376	16	15	29	8	14	15	3	10	5	14	8	8	2	12	3	8	3	14	60	47	59	427	97	361	495	603	359	262	613	540	372	272	340	286	254	392	304	399	245	368	379	438
CEG49281	WD40_repeat-containing_protein	129	192	220	194	287	303	14	40	55	20	47	19	49	15	46	22	5	36	42	26	19	18	34	65	161	98	156	801	128	709	837	904	525	457	657	628	395	257	325	437	375	484	304	271	609	251	319	481
CEG49282	hypothetical_protein	260	194	164	198	140	156	0	1	1	5	10	0	9	6	3	3	0	11	5	34	1	7	0	6	32	14	22	388	86	273	528	622	400	329	480	562	459	381	397	400	402	750	557	593	325	615	801	848
CEG49283	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG49284	40s_ribosomal_protein_s29	16665	20208	13682	15642	14435	10638	271	562	756	291	812	647	406	266	371	307	109	464	580	1707	515	722	696	1394	2903	1507	2162	11539	3871	10631	13706	14523	8005	7414	12679	12632	8447	5831	7691	8998	9811	12922	10481	10165	11104	13547	13143	12593
CEG49285	tkl_protein_kinase	665	862	939	508	769	848	29	26	46	11	21	10	11	6	32	6	9	6	19	23	2	14	7	13	47	32	43	377	116	435	734	925	583	486	1104	1038	502	489	650	1382	575	1148	9446	5203	5363	3874	4349	2530
CEG49286	Transcription_factor_of_the_Forkhead/HNF3_family	988	1058	1162	1307	1586	1243	8	27	52	10	35	27	23	17	11	22	4	12	22	24	6	13	7	27	58	27	39	206	69	229	282	299	166	209	399	433	330	307	374	682	456	928	2587	2057	1050	1216	1522	1080
CEG49287	ribosomal_rna_assembly_protein_mis3	606	573	588	745	746	685	1	1	5	7	9	8	6	10	0	3	0	9	9	7	3	3	11	10	17	9	17	102	19	128	100	93	57	41	39	68	71	10	27	37	57	40	166	195	108	251	186	213
